,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Games,Games,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Fumbles,Fumbles,Scoring,Scoring,Scoring,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy
158,154,Marion Barber III,CHI,RB,28,11,1,0,0,0,0,0,114,422,3.70,6,9,5,50,10.00,0,1,1,6,,,81,86.2,90.2,83.7,,44,
159,155,Donald Driver,GNB,WR,36,16,15,0,0,0,0,0,0,0,,0,56,37,445,12.03,6,0,,6,,,81,117.5,120.5,99.0,,56,
160,156,Mark Ingram,NOR,RB,22,10,4,0,0,0,0,0,122,474,3.89,5,13,11,46,4.18,0,1,1,5,,,80,91.0,95.0,85.5,,45,
161,157,Demaryius Thomas,DEN,WR,24,11,5,0,1,0,0,0,1,5,5.00,0,70,32,551,17.22,4,0,,4,,,80,111.6,114.6,95.6,,57,
162,158,Jackie Battle,KAN,RB,28,15,4,0,0,0,0,0,149,597,4.01,2,13,9,68,7.56,0,0,,2,,,79,87.5,90.5,83.0,,47,
163,159,Jason Campbell,OAK,QB,30,6,6,100,165,1170,6,4,18,60,3.33,2,0,0,0,,0,3,1,2,,,79,78.8,86.8,82.8,,34,
164,160,Kendall Hunter,SFO,RB,23,16,1,0,0,0,0,0,112,473,4.22,2,26,16,195,12.19,0,0,,2,,,79,94.8,100.8,86.8,,46,
165,161,Brandon LaFell,CAR,WR,25,16,6,0,0,0,0,0,0,0,,0,56,36,613,17.03,3,0,,3,,,79,115.3,118.3,97.3,,58,
166,162,Mario Manningham,NYG,WR,25,12,10,0,0,0,0,0,0,0,,0,77,39,523,13.41,4,0,,4,,,76,115.3,118.3,95.8,,59,
167,163,Dezmon Briscoe,TAM,WR,22,16,2,0,0,0,0,0,0,0,,0,51,35,387,11.06,6,0,,6,,,75,109.7,112.7,92.2,,60,
168,164,Anthony Fasano,MIA,TE,27,15,15,0,0,0,0,0,0,0,,0,54,32,451,14.09,5,0,,5,,,75,107.1,110.1,91.1,,21,
169,165,Heath Miller,PIT,TE,29,16,16,0,0,0,0,0,1,6,6.00,0,74,51,631,12.37,2,1,1,2,,,74,124.7,128.7,99.2,,22,
170,166,Scott Chandler,BUF,TE,26,14,9,0,0,0,0,0,0,0,,0,46,38,389,10.24,6,1,1,6,,,73,110.9,114.9,91.9,,24,
171,167,Andre Roberts,ARI,WR,23,16,16,0,0,0,0,0,3,27,9.00,0,98,51,586,11.49,2,1,,2,,,73,124.3,127.3,98.8,,61,
172,168,Tony Scheffler,DET,TE,28,15,5,0,0,0,0,0,1,5,5.00,0,43,26,347,13.35,6,1,,6,1,,73,99.2,102.2,86.2,,23,
173,169,Jason Avant,PHI,WR,28,16,7,0,0,0,0,0,0,0,,0,81,52,679,13.06,1,2,1,1,,,72,123.9,127.9,97.9,,62,
174,170,Curtis Painter,IND,QB,26,9,8,132,243,1541,6,9,17,107,6.29,0,0,0,0,,0,5,3,0,,,72,72.3,90.3,81.3,,35,
175,171,Joel Dreessen,HOU,TE,29,16,10,0,0,0,0,0,0,0,,0,39,28,353,12.61,6,0,,6,,,71,99.3,102.3,85.3,,25,
176,172,Jacoby Jones,HOU,WR,27,16,10,0,0,0,0,0,4,17,4.25,0,65,31,512,16.52,2,0,,3,,,71,101.9,104.9,86.4,,64,
177,173,Preston Parker,TAM,WR,24,16,0,0,0,0,0,0,1,-3,-3.00,0,65,40,554,13.85,3,8,1,3,,,71,111.1,115.1,91.1,,63,
178,174,Isaac Redman,PIT,RB,27,16,1,0,0,0,0,0,110,479,4.35,3,22,18,78,4.33,0,2,2,3,,,70,87.7,92.7,78.7,,48,
179,175,Davone Bess,MIA,WR,26,16,4,0,0,0,0,0,2,9,4.50,0,86,51,537,10.53,3,5,2,3,,,69,119.6,124.6,94.1,,65,
180,176,Daniel Thomas,MIA,RB,24,13,2,0,0,0,0,0,165,581,3.52,0,16,12,72,6.00,1,2,1,1,,,69,81.3,85.3,75.3,,49,
181,177,Jeremy Shockey,CAR,TE,31,15,13,0,0,0,0,0,0,0,,0,62,37,455,12.30,4,2,1,4,,,68,104.5,108.5,86.0,,26,
182,178,Maurice Morris,DET,RB,32,16,5,0,0,0,0,0,80,316,3.95,1,35,26,230,8.85,1,1,,2,,,67,92.6,98.6,79.6,,50,
183,179,Donovan McNabb,MIN,QB,35,6,6,94,156,1026,4,2,14,59,4.21,1,0,0,0,,0,2,,1,,,65,64.9,69.9,66.9,,36,
184,Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
185,180,Kevin Walter,HOU,WR,30,15,14,0,0,0,0,0,0,0,,0,59,39,474,12.15,3,0,,3,,,65,104.4,107.4,84.9,,66,
186,181,Lance Ball,DEN,RB,26,16,0,0,0,0,0,0,96,402,4.19,1,32,16,148,9.25,1,2,2,2,,,63,79.0,87.0,71.0,,51,
187,182,Devery Henderson,NOR,WR,29,16,13,0,0,0,0,0,1,9,9.00,0,50,32,503,15.72,2,1,,2,,,63,95.2,98.2,79.2,,67,
188,183,Sidney Rice,SEA,WR,25,9,9,1,1,55,0,0,2,3,1.50,0,57,32,484,15.13,2,1,,2,,,63,94.9,97.9,78.9,,68,
189,184,Roy Williams,CHI,WR,30,15,9,0,0,0,0,0,0,0,,0,63,37,507,13.70,2,0,,2,,,63,99.7,102.7,81.2,,69,
190,185,Brian Hartline,MIA,WR,25,16,10,0,0,0,0,0,1,9,9.00,0,66,35,549,15.69,1,0,,1,,,62,96.8,99.8,79.3,,71,
191,186,Andre Johnson,HOU,WR,30,7,7,0,0,0,0,0,1,8,8.00,0,51,33,492,14.91,2,0,,2,,,62,95.0,98.0,78.5,,70,
192,187,Arrelious Benn,TAM,WR,23,14,14,0,0,0,0,0,6,-7,-1.17,0,51,30,441,14.70,3,0,,3,,,61,91.4,94.4,76.4,,72,
193,188,Ricky Williams,BAL,RB,34,16,0,0,0,0,0,0,108,444,4.11,2,20,13,83,6.38,0,2,2,2,,,61,73.7,78.7,67.2,,53,
194,189,Danny Woodhead,NWE,RB,26,15,4,0,0,0,0,0,77,351,4.56,1,31,18,157,8.72,0,0,,1,2,,61,78.8,84.8,69.8,,52,
195,190,Chad Henne,MIA,QB,26,4,4,64,112,868,4,4,15,112,7.47,1,0,0,0,,0,1,,1,,,60,59.9,69.9,63.9,,37,
196,191,Devin Hester,CHI,WR,29,16,8,0,0,0,0,0,1,-6,-6.00,0,56,26,369,14.19,1,5,,4,,,60,86.3,89.3,73.3,,73,
197,192,Bernard Scott,CIN,RB,27,16,1,0,1,0,0,0,112,380,3.39,3,17,13,38,2.92,0,0,,3,,,60,72.8,75.8,66.3,,54,
198,193,Joseph Addai,IND,RB,28,12,11,0,0,0,0,0,118,433,3.67,1,22,15,93,6.20,0,1,,1,,,59,73.6,76.6,66.1,,55,
199,194,Michael Jenkins,MIN,WR,29,11,7,0,0,0,0,0,0,0,,0,55,38,466,12.26,3,2,3,3,,,59,96.6,102.6,77.6,,74,
200,195,Dan Orlovsky,IND,QB,28,8,5,122,193,1201,6,4,6,5,0.83,0,0,0,0,,0,7,3,0,,,59,58.5,68.5,62.5,,38,
201,196,Dennis Pitta,BAL,TE,26,16,2,0,0,0,0,0,0,0,,0,56,40,405,10.13,3,0,,3,,,59,98.5,101.5,78.5,,28,
202,197,Visanthe Shiancoe,MIN,TE,31,16,14,0,0,0,0,0,0,0,,0,70,36,409,11.36,3,0,,3,,,59,94.9,97.9,76.9,,27,
203,198,Golden Tate,SEA,WR,23,16,5,0,0,0,0,0,5,14,2.80,0,58,35,382,10.91,3,1,,3,,,58,92.6,95.6,75.1,,75,
204,199,Austin Collie,IND,WR,26,16,5,0,0,0,0,0,0,0,,0,96,54,514,9.52,1,0,,1,,,57,111.4,114.4,84.4,,76,
205,200,Ben Obomanu,SEA,WR,28,16,7,0,0,0,0,0,1,13,13.00,0,61,37,436,11.78,2,0,,2,,,57,93.9,96.9,75.4,,77,
206,201,Harry Douglas,ATL,WR,27,16,4,0,0,0,0,0,1,3,3.00,0,62,39,498,12.77,1,0,,1,,,56,95.1,98.1,75.6,,78,
207,202,Evan Moore,CLE,TE,26,16,4,0,0,0,0,0,0,0,,0,46,34,324,9.53,4,0,,4,,,56,90.4,93.4,73.4,,29,
208,203,Danario Alexander,STL,WR,25,10,5,0,0,0,0,0,0,0,,0,60,26,431,16.58,2,0,,2,,,55,81.1,84.1,68.1,,79,
209,204,Kevin Boss,OAK,TE,27,14,11,0,0,0,0,0,0,0,,0,40,28,368,13.14,3,0,,3,,,55,82.8,85.8,68.8,,30,
210,205,Jason Hill,JAX,WR,26,10,10,0,0,0,0,0,0,0,,0,55,25,367,14.68,3,0,,3,,,55,79.7,82.7,67.2,,80,
211,206,Chris Ogbonnaya,2TM,RB,25,13,4,0,0,0,0,0,76,340,4.47,1,31,23,165,7.17,0,2,1,1,,,55,77.5,84.5,66.0,,56,
212,207,Legedu Naanee,CAR,WR,28,15,10,1,1,27,0,0,0,0,,0,76,44,467,10.61,1,0,,1,,,54,97.8,100.8,75.8,,81,
213,208,Devin Aromashodu,MIN,WR,27,16,6,0,0,0,0,0,0,0,,0,84,26,468,18.00,1,1,,1,,,53,78.8,81.8,65.8,,83,
214,209,Lavelle Hawkins,TEN,WR,25,16,2,0,0,0,0,0,0,0,,0,77,47,470,10.00,1,1,,1,,,53,100.0,103.0,76.5,,82,
215,Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
216,210,Ben Watson,CLE,TE,31,13,11,0,0,0,0,0,0,0,,0,70,37,410,11.08,2,0,,2,,,53,90.0,93.0,71.5,,31,
217,211,Tim Hightower,WAS,RB,25,5,5,0,0,0,0,0,84,321,3.82,1,15,10,78,7.80,1,0,,2,,,52,61.9,64.9,56.9,,59,
218,212,Thomas Jones,KAN,RB,33,16,8,0,0,0,0,0,153,478,3.12,0,7,5,43,8.60,0,0,,0,,,52,57.1,60.1,54.6,,57,
219,213,John Kuhn*,GNB,RB,29,16,3,0,0,0,0,0,30,78,2.60,4,18,15,77,5.13,2,0,,6,,,52,66.5,66.5,59.0,,60,
220,214,LaRod Stephens-Howling,ARI,RB,24,14,1,0,0,0,0,0,43,167,3.88,0,17,13,234,18.00,2,0,,2,,,52,65.1,71.1,58.6,,58,
221,215,John Beck,WAS,QB,30,4,3,80,132,858,2,4,10,43,4.30,2,0,0,0,,0,3,1,2,,1,51,50.6,58.6,54.6,,39,
222,216,Kahlil Bell,CHI,RB,25,13,3,0,0,0,0,0,79,337,4.27,0,23,19,133,7.00,1,3,1,1,,,51,70.0,77.0,60.5,,63,
223,217,Kellen Davis,CHI,TE,26,16,15,0,0,0,0,0,0,0,,0,35,18,206,11.44,5,0,,5,,,51,68.6,71.6,59.6,,32,
224,218,Brandon Gibson,STL,WR,24,15,9,0,0,0,0,0,2,16,8.00,0,71,36,431,11.97,1,0,,1,,,51,86.7,89.7,68.7,,84,
225,219,Marcel Reece,OAK,RB,26,12,6,0,0,0,0,0,17,112,6.59,0,36,27,301,11.15,2,1,1,2,,,51,78.3,85.3,64.8,,62,
226,220,Stevan Ridley,NWE,RB,22,16,2,0,0,0,0,0,87,441,5.07,1,5,3,13,4.33,0,1,,1,,,51,54.4,57.4,52.9,,61,
227,221,Andre Caldwell,CIN,WR,26,13,2,0,0,0,0,0,0,0,,0,68,37,317,8.57,3,0,,3,,,50,86.7,89.7,68.2,,87,
228,222,Randall Cobb,GNB,WR,21,15,0,0,1,0,0,0,2,5,2.50,0,31,25,375,15.00,1,3,3,3,,,50,75.0,81.0,62.5,,86,
229,223,Mohamed Massaquoi,CLE,WR,25,14,13,0,0,0,0,0,0,0,,0,74,31,384,12.39,2,0,,2,,,50,81.4,84.4,65.9,,85,
230,224,Jake Locker,TEN,QB,23,5,0,34,66,542,4,0,8,56,7.00,1,0,0,0,,0,0,,1,,,49,49.3,52.3,49.3,,41,
231,225,Jacquizz Rodgers,ATL,RB,21,16,0,0,0,0,0,0,57,205,3.60,1,27,21,188,8.95,1,1,1,2,,,49,70.3,77.3,59.8,,65,
232,226,Mike Thomas,JAX,WR,24,15,13,0,0,0,0,0,3,11,3.67,0,91,44,415,9.43,1,1,,1,,,49,92.6,95.6,70.6,,88,
233,227,Joe Webb,MIN,QB,25,11,1,34,63,376,3,2,22,154,7.00,2,5,1,9,9.00,0,1,1,2,,,49,50.3,59.3,51.8,,40,
234,228,Cadillac Williams,STL,RB,29,11,1,0,0,0,0,0,87,361,4.15,1,23,14,93,6.64,0,1,1,1,,,49,63.4,67.4,56.4,,64,
235,229,Hines Ward,PIT,WR,35,15,9,0,0,0,0,0,0,0,,0,63,46,381,8.28,2,1,1,2,,,48,94.1,98.1,71.1,,89,
236,230,Delone Carter,IND,RB,24,16,3,0,0,0,0,0,101,377,3.73,2,8,5,18,3.60,0,3,3,2,,,46,50.5,56.5,48.0,,66,
237,231,Marcedes Lewis,JAX,TE,27,15,15,0,0,0,0,0,0,0,,0,85,39,460,11.79,0,0,,0,,,46,85.0,88.0,65.5,,33,
238,232,Kenny Britt,TEN,WR,23,3,3,0,0,0,0,0,0,0,,0,26,17,289,17.00,3,1,1,3,,,45,61.9,65.9,53.4,,92,
239,233,Vincent Brown,SDG,WR,22,14,4,0,0,0,0,0,0,0,,0,40,19,329,17.32,2,0,,2,,,45,63.9,66.9,54.4,,93,
240,234,Dallas Clark,IND,TE,32,11,10,0,0,0,0,0,0,0,,0,65,34,352,10.35,2,1,1,2,,,45,79.2,83.2,62.2,,34,
241,235,Jeff King,ARI,TE,28,16,10,0,0,0,0,0,0,0,,0,34,27,271,10.04,3,0,,3,,,45,72.1,75.1,58.6,,35,
242,236,Dane Sanzenbacher,CHI,WR,23,16,1,0,0,0,0,0,1,-4,-4.00,0,54,27,276,10.22,3,0,,3,,,45,72.2,75.2,58.7,,91,
243,237,Kyle Williams,SFO,WR,23,13,1,0,0,0,0,0,2,32,16.00,0,31,20,241,12.05,3,0,,3,,,45,65.3,68.3,55.3,,90,
244,238,Matt Flynn,GNB,QB,26,5,1,33,49,518,6,2,13,-6,-0.46,1,0,0,0,,0,1,1,1,,,44,44.1,50.1,46.1,,42,
245,239,T.J. Yates,HOU,QB,24,6,5,82,134,949,3,3,14,57,4.07,0,0,0,0,,0,5,3,0,,,44,43.7,52.7,46.7,,43,
246,Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
247,240,Chris Ivory,NOR,RB,23,6,2,0,0,0,0,0,79,374,4.73,1,1,0,0,,0,0,,1,,,43,43.4,46.4,43.4,,67,
248,241,Kyle Rudolph,MIN,TE,22,15,8,0,0,0,0,0,0,0,,0,39,26,249,9.58,3,0,,3,,,43,68.9,71.9,55.9,,36,
249,242,Brad Smith,BUF,WR,28,15,5,0,1,0,0,1,20,87,4.35,1,42,23,240,10.43,1,0,,2,,,43,65.7,69.7,55.2,,95,
250,243,Donte' Stallworth,WAS,WR,31,11,0,0,0,0,0,0,2,1,0.50,0,38,22,309,14.05,2,0,,2,,,43,65.0,68.0,54.0,,94,
251,244,Earl Bennett,CHI,WR,24,11,4,0,0,0,0,0,0,0,,0,43,24,381,15.88,1,1,1,1,,,42,66.1,70.1,54.1,,96,
252,245,Daniel Fells,DEN,TE,28,16,15,0,0,0,0,0,0,0,,0,31,19,256,13.47,3,2,1,3,,,42,60.6,64.6,51.1,,37,
253,246,Charles Clay,MIA,TE,22,14,9,0,0,0,0,0,0,0,,0,25,16,233,14.56,3,0,,3,,,41,57.3,60.3,49.3,,38,
254,247,Jacoby Ford,OAK,WR,24,8,3,0,0,0,0,0,4,31,7.75,0,33,19,279,14.68,1,3,1,2,,,41,60.0,64.0,50.5,,98,
255,248,Ted Ginn Jr.,SFO,WR,26,14,3,0,0,0,0,0,8,68,8.50,0,33,19,220,11.58,0,0,,2,,,41,59.8,62.8,50.3,,99,
256,249,Javon Ringer,TEN,RB,24,12,0,0,0,0,0,0,59,185,3.14,1,36,28,187,6.68,0,1,1,1,,,41,69.2,76.2,55.2,,68,
257,250,Emmanuel Sanders,PIT,WR,24,11,0,1,1,15,0,0,0,0,,0,43,22,288,13.09,2,0,,2,,,41,63.4,66.4,52.4,,97,
258,251,Vince Young,PHI,QB,28,6,3,66,114,866,4,9,18,79,4.39,0,0,0,0,,0,2,,0,,,41,40.5,52.5,49.5,,44,
259,252,Jeremy Kerley,NYJ,WR,23,14,1,1,1,41,0,0,5,28,5.60,0,47,29,314,10.83,1,3,1,1,,,40,68.8,72.8,54.3,,100,
260,253,Kregg Lumpkin,TAM,RB,27,16,0,0,0,0,0,0,31,105,3.39,0,53,41,291,7.10,0,0,,0,,,40,80.6,86.6,60.1,,69,
261,254,Evan Royster,WAS,RB,24,6,2,0,0,0,0,0,56,328,5.86,0,14,9,68,7.56,0,0,,0,,,40,48.6,51.6,44.1,,70,
262,255,Montario Hardesty,CLE,RB,24,10,4,0,0,0,0,0,88,266,3.02,0,21,14,122,8.71,0,1,,0,,,39,52.8,58.8,45.8,,72,
263,256,Chaz Schilens,OAK,WR,26,15,5,0,0,0,0,0,0,0,,0,34,23,271,11.78,2,0,,2,,,39,62.1,65.1,50.6,,101,
264,257,Jason Snelling,ATL,RB,28,15,0,0,0,0,0,0,44,151,3.43,0,32,26,179,6.88,1,0,,1,,,39,65.0,71.0,52.0,,71,
265,258,Kellen Clemens,STL,QB,28,3,3,48,91,546,2,1,6,37,6.17,1,1,0,0,,0,2,,1,,,38,37.5,41.5,38.5,,45,
266,259,Riley Cooper,PHI,WR,24,16,3,0,0,0,0,0,0,0,,0,35,16,315,19.69,1,0,,1,,,38,53.5,56.5,45.5,,102,
267,260,Delanie Walker,SFO,RB,27,15,7,0,0,0,0,0,3,5,1.67,0,35,19,198,10.42,3,0,,3,,,38,57.3,60.3,47.8,,73,
268,261,Earnest Graham,TAM,RB,31,7,2,0,0,0,0,0,37,206,5.57,0,31,26,163,6.27,0,1,,0,,,37,62.9,68.9,49.9,,75,
269,262,Louis Murphy,OAK,WR,24,11,1,0,0,0,0,0,6,69,11.50,1,33,15,241,16.07,0,0,,1,,,37,52.0,55.0,44.5,,103,
270,263,Danny Ware,NYG,RB,26,16,1,0,0,0,0,0,46,163,3.54,0,37,27,170,6.30,0,0,,0,2,,37,64.3,70.3,50.8,,74,
271,264,Jerricho Cotchery,PIT,WR,29,13,0,0,0,0,0,0,1,3,3.00,0,30,16,237,14.81,2,0,,2,,,36,52.0,55.0,44.0,,104,
272,265,Keiland Williams,DET,RB,25,15,0,0,0,0,0,0,58,195,3.36,2,8,8,62,7.75,0,2,1,2,,,36,43.7,47.7,39.7,,76,
273,266,Todd Heap,ARI,TE,31,10,4,0,0,0,0,0,0,0,,0,36,24,283,11.79,1,0,,1,,,34,58.3,61.3,46.3,,39,
274,267,Chad Johnson,NWE,WR,33,15,3,0,0,0,0,0,0,0,,0,32,15,276,18.40,1,0,,1,,,34,48.6,51.6,41.1,,105,
275,268,Seneca Wallace,CLE,QB,31,6,3,55,107,567,2,2,7,70,10.00,0,1,1,21,21.00,0,1,1,0,,,34,34.8,40.8,36.3,,46,
276,269,Leon Washington,SEA,RB,29,16,1,0,0,0,0,0,53,248,4.68,1,14,10,48,4.80,0,2,1,1,,,34,43.6,47.6,38.6,,77,
277,Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
278,270,James Casey,HOU,RB,27,14,7,0,0,0,0,0,1,11,11.00,0,24,18,260,14.44,1,0,,1,,,33,51.1,54.1,42.1,,79,
279,271,Jarett Dillard,JAX,WR,26,14,5,0,0,0,0,0,0,0,,0,50,29,292,10.07,1,1,1,1,,,33,62.2,66.2,47.7,,106,
280,272,Justin Forsett,SEA,RB,26,16,0,0,0,0,0,0,46,145,3.15,1,34,23,128,5.57,0,0,,1,,,33,56.3,62.3,44.8,,78,
281,273,Jordan Norwood,CLE,WR,25,14,4,0,0,0,0,0,0,0,,0,34,23,268,11.65,1,1,,1,,,33,55.8,58.8,44.3,,107,
282,274,Matt Willis,DEN,WR,27,16,0,0,0,0,0,0,0,0,,0,36,18,267,14.83,1,1,,1,,,33,50.7,53.7,41.7,,108,
283,275,Lance Kendricks,STL,TE,23,15,10,0,0,0,0,0,1,-8,-8.00,0,58,28,352,12.57,0,1,1,0,,,32,60.4,64.4,46.4,,40,
284,276,Knowshon Moreno,DEN,RB,24,7,2,0,0,0,0,0,37,179,4.84,0,15,11,101,9.18,1,1,1,1,,,32,43.0,50.0,37.5,,80,
285,277,Naaman Roosevelt,BUF,WR,24,10,0,0,0,0,0,0,0,0,,0,26,16,257,16.06,1,0,,1,,,32,47.7,50.7,39.7,,110,
286,278,Eddie Royal,DEN,WR,25,12,8,0,0,0,0,0,7,48,6.86,0,50,19,155,8.16,1,0,,2,,,32,51.3,54.3,41.8,,109,
287,279,Jonathan Baldwin,KAN,WR,22,11,3,0,0,0,0,0,0,0,,0,52,21,254,12.10,1,0,,1,,,31,52.4,55.4,41.9,,111,
288,280,Derek Hagan,2TM,WR,27,10,3,0,0,0,0,0,0,0,,0,42,24,252,10.50,1,0,,1,,,31,55.2,58.2,43.2,,112,
289,281,Leonard Pope,KAN,TE,28,16,10,0,0,0,0,0,0,0,,0,34,24,247,10.29,1,0,,1,,,31,54.7,57.7,42.7,,41,
290,282,Tashard Choice,3TM,RB,27,13,1,0,0,0,0,0,57,152,2.67,1,30,19,124,6.53,0,3,2,1,,,30,48.6,56.6,39.1,,82,
291,283,Brian Leonard,CIN,RB,27,13,0,0,0,0,0,0,17,85,5.00,0,31,22,210,9.55,0,0,,0,,,30,51.5,54.5,40.5,,83,
292,284,Mewelde Moore,PIT,RB,29,12,0,0,0,0,0,0,22,157,7.14,0,14,11,104,9.45,1,2,1,1,,,30,41.1,48.1,35.6,,81,
293,285,Mike Williams,SEA,WR,27,12,10,0,0,0,0,0,0,0,,0,38,18,236,13.11,1,0,,1,,,30,47.6,50.6,38.6,,113,
294,286,Jed Collins,NOR,RB,25,16,11,0,0,0,0,0,4,4,1.00,2,14,11,50,4.55,2,0,,4,,,29,40.4,40.4,34.9,,84,
295,287,Patrick Crayton,SDG,WR,32,14,1,0,0,0,0,0,0,0,,0,34,23,248,10.78,1,2,1,1,,,29,51.8,55.8,40.3,,115,
296,288,Andrew Hawkins,CIN,WR,25,13,0,0,0,0,0,0,5,25,5.00,0,34,23,263,11.43,0,0,,0,,,29,51.8,54.8,40.3,,116,
297,289,Donald Jones,BUF,WR,24,8,7,0,0,0,0,0,1,2,2.00,0,46,23,231,10.04,1,0,,1,,,29,52.3,55.3,40.8,,114,
298,290,Joe McKnight,NYJ,RB,23,15,0,0,0,0,0,0,43,134,3.12,0,18,13,139,10.69,0,3,2,1,,,29,42.3,50.3,35.8,,85,
299,291,Caleb Hanie,CHI,QB,26,6,4,51,102,613,3,9,13,98,7.54,0,0,0,0,,0,1,,0,,,28,28.3,40.3,37.3,,47,
300,292,Josh Morgan,SFO,WR,26,5,5,0,0,0,0,0,0,0,,0,20,15,220,14.67,1,0,,1,,,28,43.0,46.0,35.5,,118,
301,293,Ryan Torain,WAS,RB,25,8,4,0,0,0,0,0,59,200,3.39,1,9,6,23,3.83,0,1,,1,,,28,34.3,37.3,31.3,,86,
302,294,Chastin West,JAX,WR,24,12,1,0,0,0,0,0,0,0,,0,27,13,163,12.54,2,0,,2,,,28,41.3,44.3,34.8,,117,
303,295,Randy McMichael,SDG,TE,32,16,14,0,0,0,0,0,0,0,,0,44,30,271,9.03,0,0,,0,,,27,57.1,60.1,42.1,,42,
304,296,Derrick Ward,HOU,RB,31,12,1,0,0,0,0,0,45,154,3.42,2,1,0,0,,0,0,,2,,,27,27.4,30.4,27.4,,87,
305,297,Deji Karim,JAX,RB,25,12,0,0,0,0,0,0,63,130,2.06,0,19,14,120,8.57,0,1,,0,,,25,39.0,45.0,32.0,,89,
306,298,Le'Ron McClain,KAN,RB,27,16,10,0,0,0,0,0,15,51,3.40,1,22,14,82,5.86,1,0,,2,,,25,39.3,39.3,32.3,,88,
307,299,Josh McCown,CHI,QB,32,3,2,35,55,414,2,4,12,68,5.67,0,0,0,0,,0,2,,0,1,,25,25.4,32.4,29.4,,48,
308,Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
309,300,Tyler Palko,KAN,QB,28,6,4,80,134,796,2,7,5,15,3.00,0,0,0,0,,0,1,1,0,,,25,25.3,36.3,32.3,,49,
310,301,Austin Pettis,STL,WR,23,12,3,0,0,0,0,0,1,-6,-6.00,0,48,27,256,9.48,0,2,,0,,,25,52.0,55.0,38.5,,120,
311,302,Greg Salas,STL,WR,23,6,0,0,0,0,0,0,1,8,8.00,0,38,27,264,9.78,0,3,1,0,,,25,52.2,56.2,38.7,,119,
312,303,Anthony Armstrong,WAS,WR,28,14,2,0,0,0,0,0,2,19,9.50,0,27,7,103,14.71,2,0,,2,,,24,31.2,34.2,27.7,,121,
313,304,Jacob Tamme,IND,TE,26,16,5,0,0,0,0,0,0,0,,0,31,19,177,9.32,1,0,,1,,,24,42.7,45.7,33.2,,43,
314,305,Darrel Young,WAS,RB,24,13,8,0,0,0,0,0,6,33,5.50,1,19,15,146,9.73,0,0,,1,,,24,38.9,41.9,31.4,,90,
315,306,Zach Miller,SEA,TE,26,15,15,0,0,0,0,0,0,0,,0,44,25,233,9.32,0,0,,0,,,23,48.3,51.3,35.8,,44,
316,307,Craig Stevens,TEN,TE,27,15,11,0,0,0,0,0,0,0,,0,14,9,166,18.44,1,0,,1,,,23,31.6,34.6,27.1,,45,
317,308,Chester Taylor,ARI,RB,32,12,1,0,0,0,0,0,20,77,3.85,1,24,14,91,6.50,0,0,,1,,,23,36.8,36.8,29.8,,91,
318,309,Curtis Brinkley,SDG,RB,26,10,1,0,0,0,0,0,30,101,3.37,1,9,7,41,5.86,0,0,,1,1,,22,29.2,32.2,25.7,,92,
319,310,Clay Harbor,PHI,TE,24,16,3,0,0,0,0,0,0,0,,0,19,13,163,12.54,1,0,,1,,,22,35.3,38.3,28.8,,46,
320,311,Anthony Dixon,SFO,RB,24,16,0,0,0,0,0,0,29,87,3.00,2,1,1,6,6.00,0,0,,2,,,21,22.3,22.3,21.8,,93,
321,312,T.J. Houshmandzadeh,OAK,WR,34,9,0,0,0,0,0,0,0,0,,0,19,11,146,13.27,1,0,,1,,,21,31.6,34.6,26.1,,122,
322,313,A.J. Feeley,STL,QB,34,5,3,53,97,548,1,2,3,4,1.33,0,0,0,0,,0,3,1,0,,,20,20.3,26.3,22.3,,50,
323,314,Jacob Hester,SDG,RB,26,16,3,0,0,0,0,0,28,90,3.21,0,18,12,48,4.00,1,2,,1,,,20,31.8,31.8,25.8,,94,
